	query acc	query length	subject acc	subject length	bit score	score	alignment length	% identity	subject tax id
1557	AC243965.1	781	XR_002939272	3256	558.0	302	314	98.726	9598
1558	PPP2R2B-IT1	447	NR_047115	447	826.0	447	447	100.0	9606
1559	PAX8-AS1	11799	NG_012384	69925	20511.0	11107	11110	99.991	9606
1560	PAX8-AS1	11799	XR_001716015	4978	3001.0	1625	1722	98.2	9598
1561	PAX8-AS1	11799	AL732528	166465	370.0	200	366	85.519	10090
1562	PAX8-AS1	11799	XM_005212815	2619	65.8	35	35	100.0	9913
1563	AC010333.2	698	AC010333	159870	726.0	393	393	100.0	9606
1564	AC010333.2	698	XR_001710230	3919	370.0	200	224	96.429	9598
1565	AL358176.1	357	NG_053136	129800	357.0	193	193	100.0	9606
1566	AC130415.1	1010	AC068994	38589	1500.0	812	812	100.0	9606
1567	LINC01806	2333	NR_110164	2348	4309.0	2333	2333	100.0	9606
1568	LINC01806	2333	XR_678453	2724	3912.0	2118	2178	99.082	9598
1569	LINC01806	2333	AL845291	209914	586.0	317	620	84.355	10090
1570	LINC01832	553	NR_135526	553	1022.0	553	553	100.0	9606
1571	AC092994.1	279	AC092994	159445	435.0	235	235	100.0	9606
1572	BX119904.2	512	XM_531324	620	883.0	478	508	98.031	9598
1573	BX119904.2	512	BX284115	171003	606.0	328	332	99.699	9606
1574	AC090386.1	469	NR_134588	483	867.0	469	469	100.0	9606
1575	AC090386.1	469	XR_001711314	1020	433.0	234	252	97.619	9598
1576	LINC01280	1184	NR_110392	1617	2187.0	1184	1184	100.0	9606
1577	LINC01711	967	NR_125359	984	1786.0	967	967	100.0	9606
1578	AL353747.2	205	AL353747	63554	241.0	130	130	100.0	9606
1579	AL132719.1	423	AL132719	171505	436.0	236	236	100.0	9606
1580	AL023581.1	455	AL023581	137947	545.0	295	295	100.0	9606
1581	AC138869.3	2486	XR_001714807	2239	3947.0	2137	2239	98.481	9598
1582	AC138869.3	2486	BC042588	2250	3912.0	2118	2239	98.213	9606
1583	AP000474.1	680	CP068257	45827691	610.0	330	330	100.0	9606
1584	AP000474.1	680	BS000090	158351	555.0	300	327	97.248	9598
1585	AC012588.1	358	AP023478	77846715	584.0	316	316	100.0	9606
1586	AC012588.1	358	XR_002940549	214	311.0	168	177	98.305	9598
1587	AC090772.2	564	CP068260	80542536	861.0	466	466	100.0	9606
1588	AC090772.2	564	AC146095	190243	54.7	29	35	94.286	9598
1589	IL20RB-AS1	562	AC011597	190069	797.0	431	431	100.0	9606
1590	IL20RB-AS1	562	XR_001713651	825	758.0	410	422	99.052	9598
1591	IL20RB-AS1	562	NM_001102175	1945	65.8	35	38	97.368	9913
1592	LOXL1-AS1	2358	NR_040066	2501	4355.0	2358	2358	100.0	9606
1593	LOXL1-AS1	2358	XR_001709472	888	374.0	202	303	89.439	9598
1594	TEX36-AS1	749	NR_023362	762	1384.0	749	749	100.0	9606
1595	TEX36-AS1	749	XR_001706911	749	1304.0	706	748	98.128	9598
1596	C6orf47-AS1	673	NM_021184	2481	654.0	354	354	100.0	9606
1597	C6orf47-AS1	673	NM_001244703	1946	643.0	348	354	99.435	9598
1598	C6orf47-AS1	673	FQ482107	130238	259.0	140	349	80.516	9913
1599	VENTXP1	2716	NR_001559	2716	5016.0	2716	2716	100.0	9606
1600	VENTXP1	2716	CT989257	195693	4835.0	2618	2717	98.896	9598
1601	AL049748.1	601	CP068256	51353906	972.0	526	526	100.0	9606
1602	AC020905.1	575	CP068259	61707359	819.0	443	443	100.0	9606
1603	AC078880.5	421	AC078880	130824	778.0	421	421	100.0	9606
1604	AC078880.5	421	XR_001708311	1088	237.0	128	131	99.237	9598
1605	AC015849.2	409	AC278015	154801	756.0	409	409	100.0	9606
1606	AC015849.2	409	AC280169	181981	745.0	403	409	99.511	9598
1607	LINC00424	654	AK057351	1623	1197.0	648	654	99.694	9606
1608	AC010105.1	385	AC010105	193320	335.0	181	181	100.0	9606
1609	AC003070.2	386	NG_056913	495	368.0	199	206	99.029	9606
1610	AC003070.2	386	AC185985	148688	368.0	199	206	99.029	9598
1611	AC003070.2	386	AC092855	249205	54.7	29	35	94.286	10090
1612	AC062039.1	565	AC013401	168595	869.0	470	470	100.0	9606
1613	AL357514.1	488	AL357514	140630	704.0	381	381	100.0	9606
1614	AL357514.1	488	XR_002944516	102	183.0	99	102	99.02	9598
1615	AC011511.2	918	XR_675827	1078	1411.0	764	779	99.358	9598
1616	AC011511.2	918	AP023479	59105444	1037.0	561	561	100.0	9606
1617	AC078820.1	742	XR_001749214	5108	1168.0	632	632	100.0	9606
1618	LINC00395	415	NR_047011	415	767.0	415	415	100.0	9606
1619	LINC00395	415	AC195639	206872	174.0	94	106	96.226	9598
1620	LINC00395	415	AC133906	176220	159.0	86	126	89.683	10090
1621	LINC01648	1519	NR_110790	1533	2806.0	1519	1519	100.0	9606
1622	LINC01648	1519	XR_681116	1515	2652.0	1436	1519	98.223	9598
1623	AC008885.2	930	AC008885	127790	1718.0	930	930	100.0	9606
1624	AC008885.2	930	XM_016945255	2670	403.0	218	854	75.995	9598
1625	AC008885.2	930	BC151552	2487	324.0	175	345	84.348	9913
1626	AC022915.3	594	AK304934	1859	1044.0	565	583	98.971	9598
1627	AC022915.3	594	AC022915	188408	797.0	431	431	100.0	9606
1628	AC004542.2	546	NR_152869	7459	774.0	419	419	100.0	9606
1629	AC004542.2	546	XR_676481	6990	758.0	410	419	99.284	9598
1630	AC004542.2	546	NR_131898	4890	198.0	107	131	93.893	9913
1631	AC004542.2	546	BC048828	5017	134.0	72	135	85.185	10090
1632	LINC00603	733	NR_104633	562	1038.0	562	562	100.0	9606
1633	MIR4432HG	5176	AC007381	152081	4857.0	2630	2630	100.0	9606
1634	MIR4432HG	5176	AL669823	197012	429.0	232	564	81.028	10090
1635	MIR4432HG	5176	AC193875	170146	405.0	219	333	88.889	9598
1636	AC092608.1	267	AC092608	196952	381.0	206	206	100.0	9606
1637	AC092608.1	267	AC192063	219217	106.0	57	63	96.825	9598
1638	LINC02314	516	NR_135240	526	953.0	516	516	100.0	9606
1639	LINC02314	516	XR_128733	514	939.0	508	514	99.611	9598
1640	LINC02314	516	AC091458	289751	134.0	72	101	91.089	10090
1641	AC098483.1	967	AC098483	177865	1203.0	651	651	100.0	9606
1642	AC098483.1	967	XR_002941341	549	752.0	407	572	91.084	9598
1643	AL353612.1	465	CP068258	66210247	614.0	332	332	100.0	9606
1644	AC097451.1	653	AC097451	146808	416.0	225	225	100.0	9606
1645	AC018552.3	556	AP023476	94690957	436.0	236	236	100.0	9606
1646	AC018552.3	556	AC192471	215409	115.0	62	83	91.566	9598
1647	AC007614.1	6694	XR_001752166	18757	11105.0	6013	6013	100.0	9606
1648	AC069228.1	1615	AC069228	142687	2603.0	1409	1409	100.0	9606
1649	AC245164.1	412	NG_065193	5885	542.0	293	293	100.0	9606
1650	LINC01739	1005	AL162400	117840	990.0	536	536	100.0	9606
1651	AC007405.2	547	NG_021477	51462	592.0	320	320	100.0	9606
1652	AC007405.2	547	XM_009443705	1516	263.0	142	148	98.649	9598
1653	AC007405.2	547	NM_001075756	3343	80.5	43	123	79.675	9913
1654	AC021534.1	547	NG_053112	528859	715.0	387	387	100.0	9606
1655	AC006007.1	672	XR_001745396	1574	761.0	412	412	100.0	9606
1656	AC006007.1	672	AC192566	175889	734.0	397	412	98.786	9598
1657	AC006007.1	672	AC126046	240536	54.7	29	29	100.0	10090
1658	CASC22	802	CP068262	96330493	684.0	370	374	99.733	9606
1659	CASC22	802	XR_002939983	647	623.0	337	367	97.275	9598
1660	TTTY1B	910	NR_001538	950	1681.0	910	910	100.0	9606
1661	TTTY1B	910	AC147343	277007	82.4	44	95	83.158	9598
1662	AC106729.1	466	CP068262	96330493	510.0	276	282	99.291	9606
1663	AL731544.1	370	NR_155749	386	684.0	370	370	100.0	9606
1664	AL731544.1	370	XR_001706715	1174	577.0	312	318	99.371	9598
1665	AC093074.1	556	CP068259	61707359	843.0	456	456	100.0	9606
1666	AC094104.1	584	AC094104	199531	1079.0	584	584	100.0	9606
1667	LINC02052	2285	NR_033844	2295	4220.0	2285	2285	100.0	9606
1668	AP005230.1	2015	CP068260	80542536	2580.0	1397	1397	100.0	9606
1669	LINC01746	449	XR_001712219	738	686.0	371	380	99.211	9598
1670	LINC01746	449	XR_936701	573	676.0	366	366	100.0	9606
1671	AC092436.2	411	AC092436	202133	409.0	221	221	100.0	9606
1672	AC110011.1	582	AC110011	85975	885.0	479	479	100.0	9606
1673	AL357832.1	1042	XR_943176	665	828.0	448	452	99.779	9606
1674	AL357832.1	1042	AC169978	215778	73.1	39	122	77.869	9598
1675	AL357832.1	1042	AC112685	248750	52.8	28	28	100.0	10090
1676	AC132825.2	504	NG_029089	1161	595.0	322	325	99.692	9606
1677	AL513314.1	318	AL513314	58205	303.0	164	164	100.0	9606
1678	AL513314.1	318	AC185983	177643	298.0	161	164	99.39	9598
1679	AL133456.1	577	CP068256	51353906	793.0	429	432	99.769	9606
1680	AL133456.1	577	AC124749	209986	117.0	63	66	98.485	10090
1681	AL133456.1	577	CT009557	244504	82.4	44	82	85.366	9598
1682	AC112495.1	756	AC113223	165785	1018.0	551	551	100.0	9606
1683	AC112495.1	756	AC191699	173274	985.0	533	552	98.913	9598
1684	AC025524.1	606	XR_928972	2643	1062.0	575	575	100.0	9606
1685	AC025524.1	606	XR_001720208	3086	800.0	433	451	98.67	9598
1686	AC011495.3	427	NG_050570	29854	473.0	256	256	100.0	9606
1687	AC011495.3	427	XM_016936588	3600	462.0	250	256	99.219	9598
1688	AL132855.1	207	AH002982	15444	235.0	127	127	100.0	9606
1689	AL132855.1	207	XM_016925890	6080	180.0	97	185	85.946	9598
1690	AL132855.1	207	XM_024997290	6094	143.0	77	86	96.512	9913
1691	AL132855.1	207	CU633479	193863	119.0	64	79	93.671	7955
1692	AL132855.1	207	J02714	31111	67.6	36	87	80.46	9031
1693	AC004231.3	258	CP068261	84277185	368.0	199	199	100.0	9606
1694	AC004231.3	258	XM_001168468	3921	296.0	160	164	99.39	9598
1695	AC004231.3	258	XM_002696010	1911	219.0	118	164	90.854	9913
1696	TEMN3-AS1	401	NR_147188	415	741.0	401	401	100.0	9606
1697	TEMN3-AS1	401	XR_679924	522	488.0	264	279	98.208	9598
1698	AC135782.1	2154	AK055272	2156	3958.0	2143	2156	99.814	9606
1699	AC076966.1	351	NR_125401	346	640.0	346	346	100.0	9606
1700	AC076966.1	351	BS000034	75589	161.0	87	99	95.96	9598
1701	NANOGP11	727	NG_012855	522713	1105.0	598	598	100.0	9606
1702	NANOGP11	727	NG_029657	594	826.0	447	472	98.305	9598
1703	AC145141.1	567	XR_001756441	583	1048.0	567	567	100.0	9606
1704	AC145141.1	567	AC270594	165240	929.0	503	512	99.414	9598
1705	AC145141.1	567	AC116657	184557	309.0	167	414	80.435	10090
1706	AC073878.2	385	XR_001744992	2502	693.0	375	378	99.735	9606
1707	AC073878.2	385	AC187722	180043	374.0	202	215	98.14	9598
1708	AC007003.1	736	XR_927687	1360	1360.0	736	736	100.0	9606
1709	AC007003.1	736	XR_002942145	1649	1343.0	727	736	99.592	9598
1710	AC005909.1	755	CP068260	80542536	647.0	350	350	100.0	9606
1711	LINC02304	445	NR_146554	445	822.0	445	445	100.0	9606
1712	AP005057.1	574	XR_935093	1158	763.0	413	413	100.0	9606
1713	LINC02527	762	NR_149099	1417	1408.0	762	762	100.0	9606
1714	LINC02527	762	XR_002944151	1783	1312.0	710	762	97.769	9598
1715	AC079942.1	384	AC079942	171832	407.0	220	220	100.0	9606
1716	AC079942.1	384	AC183951	166133	86.1	46	58	93.103	9598
1717	LINC01264	500	NR_126352	500	924.0	500	500	100.0	9606
1718	AC096639.1	347	XR_001738464	4458	431.0	233	233	100.0	9606
1719	AC096639.1	347	XR_001712519	712	255.0	138	148	97.973	9598
1720	AL117372.1	459	XR_936950	4124	375.0	203	203	100.0	9606
1721	AC005695.2	259	NG_047110	332488	294.0	159	159	100.0	9606
1722	AL592043.1	526	AL592504	173828	660.0	357	357	100.0	9606
1723	AL592043.1	526	AC220993	149240	542.0	293	357	94.118	9598
1724	AC008474.1	573	CP068259	61707359	828.0	448	448	100.0	9606
1725	AC124312.2	427	AP023475	95537968	436.0	236	246	98.78	9606
1726	BX072579.2	525	XR_002941890	620	898.0	486	521	97.889	9598
1727	BX072579.2	525	BX072579	170020	708.0	383	387	99.742	9606
1728	AC135048.2	561	NR_110940	1600	547.0	296	296	100.0	9606
1729	AC135048.2	561	XR_674931	1523	525.0	284	296	98.649	9598
1730	LINC01807	676	NR_151716	678	1249.0	676	676	100.0	9606
1731	AL121787.1	876	AL121787	106556	883.0	478	478	100.0	9606
1732	AL121787.1	876	BC024582	1650	854.0	462	870	84.943	10090
1733	AL121787.1	876	XM_016956003	9266	424.0	229	235	99.149	9598
1734	AL121787.1	876	XM_024996977	6631	353.0	191	224	95.089	9913
1735	AL121787.1	876	BX930286	912	237.0	128	188	89.362	9031
1736	AL121787.1	876	LR812082	55936343	178.0	96	212	82.075	7955
1737	AC108142.1	286	AC108142	62624	311.0	168	168	100.0	9606
1738	AC108142.1	286	XR_002943666	7309	211.0	114	120	98.333	9598
1739	LINC00917	2678	BC043250	2693	4850.0	2626	2674	99.402	9606
1740	LINC00917	2678	XM_016928585	2250	2169.0	1174	1216	98.849	9598
1741	AC091027.2	179	XR_935678	1036	230.0	124	124	100.0	9606
1742	AP003096.1	563	XR_002938499	2724	819.0	443	467	98.501	9598
1743	AP003096.1	563	AP003096	174605	438.0	237	237	100.0	9606
1744	AC073174.1	415	XR_001747452	1944	627.0	339	339	100.0	9606
1745	LINC02434	677	XR_939617	1875	1182.0	640	640	100.0	9606
1746	LINC02434	677	XR_001716683	1517	1088.0	589	629	98.092	9598
1747	LINC02434	677	JN960329	40436	154.0	83	223	79.372	10090
1748	AL117381.1	374	XR_001754576	778	691.0	374	374	100.0	9606
1749	AL117381.1	374	AC191941	177033	372.0	201	207	99.034	9598
1750	LINC01397	579	NR_126382	579	1070.0	579	579	100.0	9606
1751	LINC01397	579	AC145992	208817	65.8	35	84	80.952	9598
1752	AC002465.1	349	XR_927899	677	645.0	349	349	100.0	9606
1753	AC002465.1	349	AC187380	165170	331.0	179	179	100.0	9598
1754	AP000290.1	449	CP068257	45827691	623.0	337	337	100.0	9606
1755	AP000290.1	449	AC188425	170582	606.0	328	337	99.11	9598
1756	AC009107.1	330	AC009107	208220	472.0	255	255	100.0	9606
1757	AC005529.1	289	CP068256	51353906	298.0	161	161	100.0	9606
1758	LINC02559	188	XR_938105	298	318.0	172	172	100.0	9606
1759	LINC02559	188	XR_001712940	1754	252.0	136	142	98.592	9598
1760	AL163973.3	430	XR_943720	573	645.0	349	349	100.0	9606
1761	AL163973.3	430	XR_001709083	580	610.0	330	343	98.834	9598
1762	AL121829.1	376	XR_937004	3908	483.0	261	261	100.0	9606
1763	AL121829.1	376	XR_676363	877	460.0	249	261	98.467	9598
1764	LINC02338	2753	NR_120416	2753	5084.0	2753	2753	100.0	9606
1765	LINC02338	2753	XR_001708939	3562	4804.0	2601	2757	98.15	9598
1766	AL359095.1	635	NG_011782	482908	880.0	476	476	100.0	9606
1767	AC026347.1	474	XR_002959535	6574	773.0	418	418	100.0	9606
1768	AC026347.1	474	JN951869	40369	571.0	309	413	92.252	10090
1769	AC026347.1	474	XM_016942176	2273	215.0	116	116	100.0	9598
1770	AP005121.2	1101	AC277751	102516	2034.0	1101	1101	100.0	9606
1771	LINC02017	474	NR_147142	474	876.0	474	474	100.0	9606
1772	LINC02017	474	XR_678966	728	409.0	221	233	98.283	9598
1773	LINC01812	725	NR_110271	740	1339.0	725	725	100.0	9606
1774	LINC01812	725	XR_001714564	725	1295.0	701	725	98.897	9598
1775	AC008691.1	4154	AC011348	110104	4743.0	2568	2568	100.0	9606
1776	AC008691.1	4154	BS000115	150496	315.0	170	293	86.348	9598
1777	LINC01906	499	NR_170236	477	826.0	447	447	100.0	9606
1778	LINC01906	499	AC183772	162544	385.0	208	220	98.182	9598
1779	AC002127.2	792	AC002127	144165	608.0	329	335	99.403	9606
1780	AC002127.2	792	AC161276	210088	580.0	314	327	98.777	9598
1781	AC012615.5	581	CP068259	61707359	717.0	388	388	100.0	9606
1782	AL356017.1	594	NM_024734	12749	684.0	370	370	100.0	9606
1783	AL356017.1	594	XM_016926686	12818	662.0	358	370	98.919	9598
1784	AC133634.1	566	AC133634	103181	573.0	310	310	100.0	9606
1785	AC092138.1	472	CP068262	96330493	654.0	354	354	100.0	9606
1786	LINC01901	1115	AK309717	1115	2037.0	1103	1115	99.641	9606
1787	LINC01901	1115	AC217028	195287	327.0	177	189	97.884	9598
1788	LINC01837	1557	XR_002958400	3611	1332.0	721	721	100.0	9606
1789	LINC01837	1557	XR_675896	569	542.0	293	317	97.792	9598
1790	LINC01837	1557	AC123713	183590	191.0	103	243	81.481	10090
1791	LINC00334	1377	AL163301	340000	1552.0	840	840	100.0	9606
1792	LINC00334	1377	AL954256	180777	1465.0	793	838	98.21	9598
1793	C6orf99	979	AL627422	115866	804.0	435	435	100.0	9606
1794	C6orf99	979	DQ023266	200028	322.0	174	271	88.561	9598
1795	AC103996.3	442	AP023475	95537968	520.0	281	281	100.0	9606
1796	AC011139.1	563	XR_001753422	905	763.0	413	417	99.76	9606
1797	AC011139.1	563	XR_001711316	610	734.0	397	412	98.786	9598
1798	LINC01079	580	AL137059	166141	693.0	375	375	100.0	9606
1799	AC005828.2	562	CP068261	84277185	660.0	357	357	100.0	9606
1800	AC005828.2	562	AC217418	191820	187.0	101	258	80.233	9598
1801	TTTY17A	166	NR_001526	166	307.0	166	166	100.0	9606
1802	TTTY17A	166	AC146230	179896	193.0	104	107	99.065	9598
1803	AC096659.1	549	NG_029709	378273	736.0	398	398	100.0	9606
1804	AC096659.1	549	XR_001717338	1918	455.0	246	258	98.45	9598
1805	LINC01111	1663	NR_105006	1663	3072.0	1663	1663	100.0	9606
1806	LINC01111	1663	BS000015	117746	122.0	66	97	89.691	9598
1807	AC023824.5	703	XR_942149	2415	1264.0	684	684	100.0	9606
1808	AC023824.5	703	AC279043	203839	822.0	445	463	98.704	9598
1809	AC006482.1	273	AC006482	180568	372.0	201	201	100.0	9606
1810	AC006482.1	273	AC146166	165177	366.0	198	201	99.502	9598
1811	UCA1	2687	NR_015379	2314	4268.0	2311	2314	99.957	9606
1812	UCA1	2687	XR_002940660	1181	1428.0	773	801	98.876	9598
1813	AC007527.2	546	NM_000834	30609	739.0	400	400	100.0	9606
1814	AC007527.2	546	XM_016922999	30703	713.0	386	398	98.995	9598
1815	AC007527.2	546	KX592814	12712469	248.0	134	138	99.275	9913
1816	AC007527.2	546	AC161364	182872	241.0	130	143	97.203	10090
1817	AC007527.2	546	GU951674	1912	191.0	103	140	91.429	9031
