	query acc	query length	subject acc	subject length	bit score	score	alignment length	% identity	subject tax id
1505	KCNK15-AS1	862	XR_001712258	1375	217.0	117	117	100.0	9598
1506	AL031118.1	2955	NG_052614	76109	5457.0	2955	2955	100.0	9606
1507	AL031118.1	2955	AC183597	218419	965.0	522	1196	81.773	9598
1508	AL390195.2	2023	AL390195	153108	3736.0	2023	2023	100.0	9606
1509	AL390195.2	2023	XM_009429508	8550	3482.0	1885	2044	97.652	9598
1510	AL390195.2	2023	AK149887	2026	289.0	156	225	89.778	10090
1511	AC004982.2	1578	AC004982	130027	2001.0	1083	1083	100.0	9606
1512	AC004982.2	1578	AC226702	155794	1941.0	1051	1085	98.986	9598
1513	AL645608.6	351	AL645608	186759	424.0	229	229	100.0	9606
1514	AL645608.6	351	AC187629	181348	401.0	217	229	98.253	9598
1515	ZNF433-AS1	4000	CP068259	61707359	7387.0	4000	4000	100.0	9606
1516	ZNF433-AS1	4000	XR_676865	3994	4464.0	2417	4058	87.038	9598
1517	AC087276.1	183	XM_016920710	5226	252.0	136	136	100.0	9598
1518	AC087276.1	183	AC087276	204109	252.0	136	136	100.0	9606
1519	AL353803.5	141	AC183666	228724	261.0	141	141	100.0	9598
1520	AL353803.5	141	AL353803	165696	261.0	141	141	100.0	9606
1521	AL035563.1	1539	AP023480	62398354	2843.0	1539	1539	100.0	9606
1522	AL035563.1	1539	XR_001712140	1596	2706.0	1465	1539	98.441	9598
1523	AL133371.3	549	AC208179	41664	359.0	194	194	100.0	9606
1524	AL133371.3	549	XR_001709396	396	316.0	171	180	98.333	9598
1525	AC093627.5	746	MK280520	4405	1123.0	608	608	100.0	9606
1526	AC093627.5	746	AC147408	151748	625.0	338	615	85.203	9598
1527	AC010198.1	1552	NR_135046	1602	2867.0	1552	1552	100.0	9606
1528	AL049775.3	643	XM_024449522	10321	1188.0	643	643	100.0	9606
1529	AL049775.3	643	XM_003952554	13769	1149.0	622	643	98.911	9598
1530	AL590787.1	1315	NG_033956	47896	2429.0	1315	1315	100.0	9606
1531	AL590787.1	1315	XM_001155775	5519	1973.0	1068	1109	98.828	9598
1532	AL121974.1	377	NR_125839	502	529.0	286	293	99.317	9606
1533	AL121974.1	377	XR_680807	502	473.0	256	290	96.207	9598
1534	ISM1-AS1	652	NR_040043	1061	1205.0	652	652	100.0	9606
1535	ISM1-AS1	652	XR_001712133	4012	568.0	307	310	99.677	9598
1536	ISM1-AS1	652	AL928831	123116	235.0	127	216	86.574	10090
1537	AL035401.1	871	AL512451	59449	1247.0	675	675	100.0	9606
1538	AL035401.1	871	XM_009447329	4409	158.0	85	98	95.918	9598
1539	AL035401.1	871	KX592814	12712469	117.0	63	174	79.885	9913
1540	AC005209.1	289	XR_243592	665	534.0	289	289	100.0	9606
1541	AC005209.1	289	XM_016932367	5027	298.0	161	167	98.802	9598
1542	AC016822.1	439	NG_009191	1833412	250.0	135	135	100.0	9606
1543	AC016822.1	439	AC186004	180531	185.0	100	118	94.915	9598
1544	AL355336.1	1676	AK022160	1956	3077.0	1666	1676	99.821	9606
1545	AL355336.1	1676	XM_009450459	9278	422.0	228	238	98.739	9598
1546	AL355336.1	1676	CT010477	192967	167.0	90	258	79.07	10090
1547	ERVK-28	457	AY371030	471	839.0	454	457	99.781	9606
1548	ERVK-28	457	XM_024353144	2190	416.0	225	262	95.802	9598
1549	LINC00379	464	NR_047004	570	390.0	211	211	100.0	9606
1550	LINC00379	464	XR_170287	643	385.0	208	211	99.526	9598
1551	LINC00640	708	AL358332	161261	1267.0	686	686	100.0	9606
1552	LINC00640	708	AC194992	151651	52.8	28	28	100.0	9598
1553	AL035427.1	387	NG_016347	11992	479.0	259	259	100.0	9606
1554	AL035427.1	387	AC280514	184657	473.0	256	259	99.614	9598
1555	AC016395.1	465	NG_031934	8519	604.0	327	327	100.0	9606
1556	AL138889.1	6593	AL832447	6690	12140.0	6574	6593	99.909	9606
1557	AL138889.1	6593	AC193265	185387	6183.0	3348	3490	98.682	9598
1558	AC097515.1	435	AC097515	165973	473.0	256	256	100.0	9606
1559	AC097515.1	435	AC162460	170006	272.0	147	248	86.694	10090
1560	AC097515.1	435	XM_016951388	1942	226.0	122	125	99.2	9598
1561	AC097515.1	435	XM_005208318	2230	182.0	98	125	92.8	9913
1562	AC004148.2	1938	AK098491	1948	3467.0	1877	1950	98.872	9606
1563	AC004148.2	1938	XM_001166220	1217	608.0	329	342	98.83	9598
1564	AL021937.3	361	XR_001755500	3642	667.0	361	361	100.0	9606
1565	AL021937.3	361	AC145339	150845	446.0	241	271	96.31	9598
1566	AP002884.4	1132	NR_133566	1158	2091.0	1132	1132	100.0	9606
1567	AP002884.4	1132	XM_001140213	1169	808.0	437	449	99.109	9598
1568	SLX1A-SULT1A3	2834	BC071688	2860	5234.0	2834	2834	100.0	9606
1569	SLX1A-SULT1A3	2834	AC275221	162877	2392.0	1295	1341	98.881	9598
1570	SLX1A-SULT1A3	2834	XM_005224835	1364	861.0	466	915	83.716	9913
1571	AC156455.1	893	AC156455	38686	1053.0	570	570	100.0	9606
1572	AC156455.1	893	AC146127	190149	198.0	107	144	91.667	9598
1573	LPP-AS2	2852	NG_016932	743797	5267.0	2852	2852	100.0	9606
1574	LPP-AS2	2852	XM_016942488	19660	2567.0	1390	1415	99.435	9598
1575	PRNCR1	12727	AC020688	198958	23503.0	12727	12727	100.0	9606
1576	PRNCR1	12727	XR_682046	1454	2213.0	1198	1295	97.683	9598
1577	PRNCR1	12727	XM_024982610	6711	1631.0	883	1253	90.263	9913
1578	AC016737.2	358	AC016737	196085	483.0	261	261	100.0	9606
1579	AC016737.2	358	AC149762	187366	54.7	29	35	94.286	9913
1580	AL359633.2	622	NR_125837	1350	1149.0	622	622	100.0	9606
1581	AL359633.2	622	XR_680804	1349	1109.0	600	622	98.875	9598
1582	AC008543.1	3383	AK126753	3381	6239.0	3378	3381	99.97	9606
1583	AC008543.1	3383	XM_024351870	2766	2710.0	1467	1507	99.137	9598
1584	AC008543.1	3383	XM_015471975	3928	344.0	186	734	75.613	9913
1585	AC021517.1	2111	AC091151	170085	3696.0	2001	2001	100.0	9606
1586	AC021517.1	2111	XR_001711335	848	209.0	113	113	100.0	9598
1587	AC087477.2	4856	AC087477	191434	8743.0	4734	4734	100.0	9606
1588	AC087477.2	4856	XR_813933	4437	726.0	393	1553	76.046	9913
1589	AC087477.2	4856	AC278934	183892	259.0	140	302	82.45	9598
1590	AL049840.5	552	NG_012307	79364	1020.0	552	552	100.0	9606
1591	ERICH3-AS1	4874	NR_121671	4874	9001.0	4874	4874	100.0	9606
1592	ERICH3-AS1	4874	AC192162	229196	117.0	63	140	82.857	9598
1593	AC131902.1	594	XR_001720176	5585	1075.0	582	594	99.327	9598
1594	AC131902.1	594	AC131902	130200	1013.0	548	548	100.0	9606
1595	USP12-AS1	268	NR_046547	307	490.0	265	268	99.627	9606
1596	AC116552.1	733	NR_148997	734	1354.0	733	733	100.0	9606
1597	AC035140.1	493	AC008953	95401	763.0	413	413	100.0	9606
1598	AC035140.1	493	XR_002943903	2516	135.0	73	73	100.0	9598
1599	AC116667.1	2072	NG_013211	1116047	3827.0	2072	2072	100.0	9606
1600	AC116667.1	2072	XM_030243258	20201	1489.0	806	1555	84.823	10090
1601	RERG-IT1	301	AC007543	212176	359.0	194	194	100.0	9606
1602	AL391262.1	494	AL359317	208222	913.0	494	494	100.0	9606
1603	TNFRSF14-AS1	3608	AL359943	3632	6637.0	3594	3608	99.889	9606
1604	TNFRSF14-AS1	3608	XR_002943359	5879	5190.0	2810	3185	96.327	9598
1605	AP001189.5	1413	XR_950334	2170	1373.0	743	743	100.0	9606
1606	AP001189.5	1413	AC195112	163207	492.0	266	314	94.904	9598
1607	AC125494.2	657	AC125494	143979	1214.0	657	657	100.0	9606
1608	AC125494.2	657	AC195634	221431	1155.0	625	655	98.473	9598
1609	AC103957.1	1667	AF186997	162504	1659.0	898	898	100.0	9606
1610	AC103957.1	1667	AC275309	173880	1585.0	858	898	98.552	9598
1611	LINC00472	2958	NR_026807	9515	5419.0	2934	2934	100.0	9606
1612	LINC00472	2958	XR_680842	10175	4981.0	2697	2939	97.414	9598
1613	LINC00472	2958	XR_004935838	34366	261.0	141	286	83.566	10090
1614	AL122017.1	784	XR_001744223	1953	1448.0	784	784	100.0	9606
1615	AL122017.1	784	AC091720	131933	52.8	28	28	100.0	9598
1616	AC007038.1	2199	AK093026	2198	4043.0	2189	2199	99.864	9606
1617	AC007038.1	2199	AC192831	210163	523.0	283	517	85.3	9598
1618	ALMS1-IT1	2105	NR_046762	1766	3262.0	1766	1766	100.0	9606
1619	ALMS1-IT1	2105	BS000154	155153	167.0	90	118	92.373	9598
1620	SPART-AS1	566	NR_045180	777	1046.0	566	566	100.0	9606
1621	AC104237.1	539	AC104237	164732	682.0	369	369	100.0	9606
1622	AP000866.1	2886	NR_103862	2908	5330.0	2886	2886	100.0	9606
1623	AP000866.1	2886	XM_001140961	3972	1432.0	775	809	98.64	9598
1624	AP000866.1	2886	XM_015461196	2353	355.0	192	712	76.826	9913
1625	LINC01447	2761	NR_108090	2761	5099.0	2761	2761	100.0	9606
1626	LINC01447	2761	AC211982	158050	1923.0	1041	1209	95.533	9598
1627	AL645634.2	411	AL645634	80106	457.0	247	247	100.0	9606
1628	AL645634.2	411	AC164565	227367	150.0	81	122	89.344	10090
1629	AC068733.3	3157	XR_242848	3217	5830.0	3157	3157	100.0	9606
1630	AC068733.3	3157	XR_001707117	1272	1242.0	672	687	99.272	9598
1631	AL590822.1	326	AL590822	178024	379.0	205	205	100.0	9606
1632	AL590822.1	326	XM_016948842	1463	180.0	97	97	100.0	9598
1633	AL590822.1	326	XR_003955323	1719	167.0	90	115	93.043	10090
1634	CAHM	896	NG_029604	170954	1655.0	896	896	100.0	9606
1635	MALAT1	8708	NR_002819	8779	16081.0	8708	8708	100.0	9606
1636	MALAT1	8708	XR_672920	8616	11282.0	6109	6471	98.254	9598
1637	MALAT1	8708	EF177380	6982	1367.0	740	2332	78.902	10090
1638	CYP1B1-AS1	2188	NR_027252	1776	3037.0	1644	1644	100.0	9606
1639	CYP1B1-AS1	2188	XM_001167556	5165	556.0	301	304	99.671	9598
1640	CYP1B1-AS1	2188	JN951175	38768	283.0	153	294	84.014	10090
1641	RFX3-AS1	1088	NR_121586	1109	1903.0	1030	1030	100.0	9606
1642	RFX3-AS1	1088	XR_682127	2161	1812.0	981	1038	98.266	9598
1643	RFX3-AS1	1088	AC115768	212161	110.0	59	260	75.769	10090
1644	AC087239.1	572	AC087239	178006	1057.0	572	572	100.0	9606
1645	SDCBP2-AS1	2158	NR_040049	2256	3986.0	2158	2158	100.0	9606
1646	SDCBP2-AS1	2158	XR_001712066	3011	3265.0	1768	1962	96.993	9598
1647	AC105429.1	4001	AC105429	160582	7389.0	4001	4001	100.0	9606
1648	AC105429.1	4001	XR_001710497	1458	464.0	251	267	98.127	9598
1649	DNAJB8-AS1	1798	NR_037890	1798	3321.0	1798	1798	100.0	9606
1650	DNAJB8-AS1	1798	XR_679168	752	239.0	129	135	98.519	9598
1651	DNAJB8-AS1	1798	XM_024999382	8455	58.4	31	31	100.0	9913
1652	AL603840.1	4063	AK127270	4063	7470.0	4045	4063	99.852	9606
1653	AL603840.1	4063	AC193219	161500	4036.0	2185	3760	86.516	9598
1654	LINC00882	2718	BC036229	2732	4987.0	2700	2718	99.779	9606
1655	LINC00882	2718	AC182582	206366	361.0	195	447	81.432	9598
1656	LINC01140	3368	AL833352	3388	6176.0	3344	3369	99.763	9606
1657	LINC01140	3368	XM_024354469	3889	4988.0	2701	2817	98.722	9598
1658	LINC01140	3368	AC159976	161306	830.0	449	650	90.0	10090
1659	LINC01140	3368	XR_003034028	383	176.0	95	163	86.503	9913
1660	RAP2C-AS1	3473	NR_110410	3422	6320.0	3422	3422	100.0	9606
1661	RAP2C-AS1	3473	AC198441	175934	3280.0	1776	1803	99.501	9598
1662	AC092653.1	531	AC092653	213073	981.0	531	531	100.0	9606
1663	AP001830.1	692	NR_135053	759	1279.0	692	692	100.0	9606
1664	AP001830.1	692	XR_673039	673	1014.0	549	561	99.287	9598
1665	LINC00384	6852	BX648491	6976	12565.0	6804	6853	99.767	9606
1666	LINC00384	6852	AC157954	210950	11782.0	6380	6594	98.938	9598
1667	LINC02526	419	NR_149100	469	774.0	419	419	100.0	9606
1668	LINC02526	419	XR_002944150	544	752.0	407	419	99.045	9598
1669	AL354861.3	2412	XR_002956922	4919	4455.0	2412	2412	100.0	9606
1670	AL354861.3	2412	AC193922	183774	169.0	91	293	78.157	9598
1671	AC138625.2	586	AC270538	209940	569.0	308	308	100.0	9606
1672	AC138625.2	586	AC270556	186427	538.0	291	311	98.071	9598
1673	AC010538.1	3077	AC010538	210031	2948.0	1596	1596	100.0	9606
1674	AC010538.1	3077	AC280578	146863	1068.0	578	673	95.394	9598
1675	LINC00412	420	NR_120429	866	776.0	420	420	100.0	9606
1676	RGS5	1441	BC032239	1486	2662.0	1441	1441	100.0	9606
1677	RGS5	1441	XR_001710732	4073	424.0	229	241	98.34	9598
1678	AC013451.1	518	NG_021486	121149	531.0	287	287	100.0	9606
1679	AC013451.1	518	XM_016926413	8573	377.0	204	207	99.517	9598
1680	AL731568.1	434	XR_001707027	13272	765.0	414	434	98.618	9598
1681	AL731568.1	434	NR_132791	935	540.0	292	292	100.0	9606
1682	LINC01023	436	NR_046368	457	806.0	436	436	100.0	9606
1683	AC073283.1	860	NG_034143	167008	1437.0	778	778	100.0	9606
1684	ASMTL-AS1	840	NR_026711	2319	1552.0	840	840	100.0	9606
1685	ASMTL-AS1	840	XR_002941369	1344	902.0	488	540	96.852	9598
1686	AC103703.1	663	NG_041943	115326	1225.0	663	663	100.0	9606
1687	AC103703.1	663	BS000125	220932	78.7	42	48	95.833	9598
1688	AC103703.1	663	AL928862	143650	63.9	34	40	95.0	10090
1689	AC006960.2	531	AC083876	172010	348.0	188	188	100.0	9606
1690	AC006960.2	531	AC192407	193347	326.0	176	188	97.872	9598
1691	KIRREL1-IT1	587	NR_145471	1519	1085.0	587	587	100.0	9606
1692	KIRREL1-IT1	587	AC102115	184436	217.0	117	255	82.745	10090
1693	CD81-AS1	1460	BC019904	1478	2691.0	1457	1460	99.932	9606
1694	CD81-AS1	1460	BC005669	682	63.9	34	37	97.297	10090
1695	CD81-AS1	1460	NM_001009023	711	58.4	31	31	100.0	9598
1696	CD81-AS1	1460	NM_001035099	1477	58.4	31	34	97.059	9913
1697	PARD3-AS1	302	NR_108043	352	556.0	301	301	100.0	9606
1698	PARD3-AS1	302	XR_002938198	744	536.0	290	302	98.675	9598
1699	AC007126.1	4781	AC007126	218698	8829.0	4781	4781	100.0	9606
1700	AC007126.1	4781	AC164656	230238	2403.0	1301	2326	85.684	9598
1701	MRPS30-DT	775	XR_002943916	1778	1393.0	754	776	99.098	9598
1702	MRPS30-DT	775	AC093297	162100	1059.0	573	573	100.0	9606
1703	AF230666.2	725	AF230666	86867	1339.0	725	725	100.0	9606
1704	AL137003.1	635	NR_136240	4736	793.0	429	429	100.0	9606
1705	AL137003.1	635	XR_001718283	2839	662.0	358	370	98.919	9598
1706	AL162574.2	657	AC207964	37875	1214.0	657	657	100.0	9606
1707	AL162574.2	657	CT476800	207013	89.8	48	94	84.043	9598
1708	AL162574.2	657	FO681516	200631	63.9	34	34	100.0	9913
1709	AL162574.2	657	AC157651	171141	60.2	32	45	91.111	10090
1710	LRRC8C-DT	851	AC099569	126833	1046.0	566	566	100.0	9606
1711	AC112250.2	491	XR_002959798	4701	580.0	314	314	100.0	9606
1712	AL023881.1	301	CP068262	96330493	556.0	301	301	100.0	9606
1713	MYCBP2-AS2	428	NR_170173	428	791.0	428	428	100.0	9606
1714	MYCBP2-AS2	428	AC190233	194644	78.7	42	42	100.0	9598
1715	ILF3-DT	1983	NG_029220	45159	3663.0	1983	1983	100.0	9606
1716	ILF3-DT	1983	XR_001711623	1743	2852.0	1544	1660	97.831	9598
1717	MANEA-DT	2268	NR_047502	2280	4189.0	2268	2268	100.0	9606
1718	MANEA-DT	2268	XR_002944261	940	619.0	335	360	97.778	9598
1719	LINC01695	4486	NR_126012	4486	8285.0	4486	4486	100.0	9606
1720	LINC01695	4486	BS000223	112577	6589.0	3568	3789	98.126	9598
1721	AC006566.1	513	CP068260	80542536	948.0	513	513	100.0	9606
1722	AL118558.3	1079	AL118558	194871	1993.0	1079	1079	100.0	9606
1723	RBM26-AS1	2427	NR_038991	2484	4482.0	2427	2427	100.0	9606
1724	RBM26-AS1	2427	XR_001708779	1765	835.0	452	470	98.723	9598
1725	AC110048.2	6721	AC110048	163592	12412.0	6721	6721	100.0	9606
1726	AC110048.2	6721	AC192447	203031	396.0	214	551	80.399	9598
1727	AC018845.3	516	CP068262	96330493	701.0	379	379	100.0	9606
1728	AC018845.3	516	AC192006	190151	219.0	118	369	78.049	9598
1729	CD27-AS1	2364	NR_015382	2364	4366.0	2364	2364	100.0	9606
1730	CD27-AS1	2364	XR_001707792	1887	1535.0	831	856	99.065	9598
1731	AC009318.1	2380	NR_103860	2394	4396.0	2380	2380	100.0	9606
1732	AC009318.1	2380	XR_001708054	2727	2010.0	1088	1126	98.934	9598
1733	AC009318.1	2380	XM_010805374	4807	213.0	115	179	88.268	9913
1734	AL627309.5	4860	BX647595	10008	8643.0	4680	4866	98.767	9606
1735	AL627309.5	4860	AC200072	168736	5775.0	3127	3337	97.992	9598
1736	AL121985.1	1464	JN675013	9232	1495.0	809	809	100.0	9606
1737	AL121985.1	1464	DQ112136	9144	1365.0	739	814	97.052	9598
1738	LINC02047	1371	XR_245076	1371	2532.0	1371	1371	100.0	9606
1739	LINC02047	1371	XR_679023	1371	2444.0	1323	1371	98.833	9598
1740	LINC02047	1371	AC153599	203926	187.0	101	835	72.335	10090
1741	NR2F2-AS1	1930	AK000872	1917	3530.0	1911	1917	99.896	9606
1742	NR2F2-AS1	1930	XR_001709618	1213	1280.0	693	705	99.433	9598
1743	NR2F2-AS1	1930	AC119908	190369	649.0	351	394	96.447	10090
1744	NR2F2-AS1	1930	KT534831	333	438.0	237	280	95.0	9031
1745	NR2F2-AS1	1930	XR_813947	3793	193.0	104	165	88.485	9913
1746	AL359317.1	578	XR_943984	2540	1068.0	578	578	100.0	9606
1747	AL359317.1	578	XR_001709211	3252	368.0	199	265	92.83	9598
1748	AL359317.1	578	AC163282	202583	311.0	168	286	86.713	10090
1749	AL359317.1	578	NM_001101127	3816	289.0	156	183	95.082	9913
1750	AL359317.1	578	XM_015287595	5125	113.0	61	82	91.463	9031
1751	LINC01387	603	NR_120518	603	1114.0	603	603	100.0	9606
1752	LINC01387	603	XM_003953253	751	1075.0	582	603	98.839	9598
1753	TMEM147-AS1	3911	NG_046898	18908	7223.0	3911	3911	100.0	9606
1754	TMEM147-AS1	3911	XR_001711765	3352	3801.0	2058	2181	98.12	9598
1755	TMEM147-AS1	3911	U09964	11462	235.0	127	256	83.594	10090
1756	TMEM147-AS1	3911	XM_005218971	1743	219.0	118	166	90.361	9913
1757	TMEM147-AS1	3911	LR812078	55350661	100.0	54	156	78.205	7955
1758	STARD13-IT1	452	NG_029752	580701	483.0	261	261	100.0	9606
1759	STARD13-IT1	452	XM_009426860	7124	169.0	91	94	98.936	9598
1760	AC007336.1	3828	AC007336	193963	7070.0	3828	3828	100.0	9606
1761	AC007336.1	3828	AC146236	184346	126.0	68	194	79.381	9598
1762	AC099329.2	3605	BC011588	3644	6652.0	3602	3605	99.972	9606
1763	AC099329.2	3605	XR_001713272	3066	5123.0	2774	2855	99.089	9598
1764	LINC01187	2314	AK055811	2245	4013.0	2173	2251	98.934	9606
1765	LINC01187	2314	XR_680452	5510	2449.0	1326	1386	98.557	9598
1766	LINC01187	2314	XR_004938811	13202	62.1	33	33	100.0	10090
1767	LINC01187	2314	XM_024986676	4662	58.4	31	41	92.683	9913
1768	AC019131.1	622	AC019131	208738	370.0	200	200	100.0	9606
1769	AC019131.1	622	XR_001717047	2053	316.0	171	177	98.87	9598
1770	LINC00051	1046	NR_024378	1058	1932.0	1046	1046	100.0	9606
1771	LINC00051	1046	XR_001720579	1813	1777.0	962	1047	97.517	9598
1772	AC097634.1	2467	NG_028243	635405	4556.0	2467	2467	100.0	9606
1773	AC097634.1	2467	XM_036165732	20210	165.0	89	152	86.842	10090
1774	AC005014.3	190	XR_001745102	2376	351.0	190	190	100.0	9606
1775	AC005014.3	190	AC193224	183474	340.0	184	190	98.947	9598
1776	AC093752.2	573	AC278002	232225	922.0	499	560	96.429	9606
1777	AC093752.2	573	AC204684	180153	894.0	484	560	95.536	9598
1778	LINC00342	2351	AK057596	2952	4292.0	2324	2351	99.617	9606
1779	LINC00342	2351	AC183291	207558	3892.0	2107	2170	99.078	9598
1780	DLGAP1-AS2	2261	BC094703	2277	4002.0	2167	2261	98.629	9606
1781	DLGAP1-AS2	2261	XR_002940499	1917	1099.0	595	620	98.71	9598
1782	AL157834.1	420	XR_001706763	1203	442.0	239	252	98.413	9598
1783	AL157834.1	420	XR_002957097	5089	359.0	194	194	100.0	9606
1784	TRAF3IP2-AS1	2191	BC043575	2244	3969.0	2149	2192	99.361	9606
1785	TRAF3IP2-AS1	2191	XR_001718653	7316	3675.0	1990	2038	99.215	9598
1786	AL139385.1	3272	AL139385	177392	6043.0	3272	3272	100.0	9606
1787	AL139385.1	3272	XM_009427228	2566	494.0	267	273	99.267	9598
1788	AC005481.1	3456	XR_928275	3462	6383.0	3456	3456	100.0	9606
1789	AC005481.1	3456	XR_001719610	2806	747.0	404	431	97.912	9598
1790	AL121957.1	338	NG_028200	178197	407.0	220	220	100.0	9606
1791	AL121957.1	338	XR_001718619	538	119.0	64	64	100.0	9598
1792	AP002336.1	422	AP000487	177076	501.0	271	271	100.0	9606
1793	AL139241.1	1168	BC015656	1263	1940.0	1050	1056	99.811	9606
1794	AL139241.1	1168	XM_521577	3649	283.0	153	156	99.359	9598
1795	AL139241.1	1168	NM_174384	3603	156.0	84	157	84.713	9913
1796	AL139241.1	1168	XM_025151811	4775	121.0	65	142	82.394	9031
1797	AC234582.1	923	XR_001738241	1047	1031.0	558	558	100.0	9606
1798	AC234582.1	923	XM_016928524	3875	359.0	194	197	99.492	9598
1799	AC234582.1	923	NM_001101839	3169	276.0	149	197	91.878	9913
1800	AC005786.2	369	CP068259	61707359	560.0	303	303	100.0	9606
1801	AC005786.2	369	AL954256	180777	122.0	66	66	100.0	9598
1802	AL136369.2	537	AK055036	2174	394.0	213	213	100.0	9606
1803	AC105390.1	560	AC105390	45558	523.0	283	283	100.0	9606
1804	AP002840.1	524	NG_008841	72685	351.0	190	206	97.573	9606
1805	SLC2A1-AS1	3075	AK056786	3076	5590.0	3027	3076	99.48	9606
1806	SLC2A1-AS1	3075	XR_001720660	3135	5511.0	2984	3082	98.994	9598
1807	CSTF3-DT	3697	AC131263	179568	3755.0	2033	2033	100.0	9606
1808	CSTF3-DT	3697	NM_001251939	704	440.0	238	642	79.751	9598
1809	AC118658.1	459	AP023475	95537968	848.0	459	459	100.0	9606
1810	AL356277.3	618	AL589982	27839	651.0	352	352	100.0	9606
1811	AL356277.3	618	CT989257	195693	241.0	130	326	80.675	9598
