""	"Term"	"Overlap"	"P.value"	"Adjusted.P.value"	"Old.P.value"	"Old.Adjusted.P.value"	"Odds.Ratio"	"Combined.Score"	"Genes"
"313"	"regulation of coagulation (GO:0050818)"	"2 of 10"	0.047478313237347	0.388340853865352	0	0	6.75911640953717	20.5982871865699	"GP1BA;HRG"
"314"	"3'-UTR-mediated mRNA destabilization (GO:0061158)"	"2 of 10"	0.047478313237347	0.388340853865352	0	0	6.75911640953717	20.5982871865699	"UPF1;KHSRP"
"315"	"regulation of sequestering of zinc ion (GO:0061088)"	"2 of 10"	0.047478313237347	0.388340853865352	0	0	6.75911640953717	20.5982871865699	"SLC30A4;AP3D1"
"316"	"negative regulation of oxidative stress-induced neuron death (GO:1903204)"	"2 of 10"	0.047478313237347	0.388340853865352	0	0	6.75911640953717	20.5982871865699	"PRKN;FBXO7"
"317"	"positive regulation of cytoplasmic transport (GO:1903651)"	"2 of 10"	0.047478313237347	0.388340853865352	0	0	6.75911640953717	20.5982871865699	"PRKN;PTPN23"
"318"	"response to laminar fluid shear stress (GO:0034616)"	"2 of 10"	0.047478313237347	0.388340853865352	0	0	6.75911640953717	20.5982871865699	"KLF4;MAP2K5"
"319"	"nerve growth factor signaling pathway (GO:0038180)"	"2 of 10"	0.047478313237347	0.388340853865352	0	0	6.75911640953717	20.5982871865699	"NTF3;RAPGEF1"
"320"	"I-kappaB phosphorylation (GO:0007252)"	"2 of 10"	0.047478313237347	0.388340853865352	0	0	6.75911640953717	20.5982871865699	"DAB2IP;ERC1"
"321"	"regulation of respiratory burst (GO:0060263)"	"2 of 10"	0.047478313237347	0.388340853865352	0	0	6.75911640953717	20.5982871865699	"CAMK1D;INSR"
"322"	"regulation of single stranded viral RNA replication via double stranded DNA intermediate (GO:0045091)"	"2 of 10"	0.047478313237347	0.388340853865352	0	0	6.75911640953717	20.5982871865699	"APOBEC3D;APOBEC3F"
"323"	"ESCRT III complex disassembly (GO:1904903)"	"2 of 10"	0.047478313237347	0.388340853865352	0	0	6.75911640953717	20.5982871865699	"VPS4B;CHMP1B"
"324"	"primary miRNA processing (GO:0031053)"	"2 of 10"	0.047478313237347	0.388340853865352	0	0	6.75911640953717	20.5982871865699	"SMAD1;DROSHA"
"325"	"ESCRT complex disassembly (GO:1904896)"	"2 of 10"	0.047478313237347	0.388340853865352	0	0	6.75911640953717	20.5982871865699	"VPS4B;CHMP1B"
"326"	"complement activation, lectin pathway (GO:0001867)"	"2 of 10"	0.047478313237347	0.388340853865352	0	0	6.75911640953717	20.5982871865699	"MASP2;MASP1"
"327"	"positive regulation of vacuole organization (GO:0044090)"	"2 of 10"	0.047478313237347	0.388340853865352	0	0	6.75911640953717	20.5982871865699	"PIP4K2A;RAB3GAP1"
"328"	"positive regulation of nuclease activity (GO:0032075)"	"2 of 10"	0.047478313237347	0.388340853865352	0	0	6.75911640953717	20.5982871865699	"DAB2IP;PARP16"
"329"	"intracellular cholesterol transport (GO:0032367)"	"2 of 10"	0.047478313237347	0.388340853865352	0	0	6.75911640953717	20.5982871865699	"LDLRAP1;ABCG1"
"2785"	"phosphatidylinositol-5-phosphate binding (GO:0010314)"	"2 of 10"	0.047478313237347	0.286815160969347	0	0	6.75911640953717	20.5982871865699	"SAP30L;WASHC2C"
"2786"	"3'-5'-exodeoxyribonuclease activity (GO:0008296)"	"2 of 10"	0.047478313237347	0.286815160969347	0	0	6.75911640953717	20.5982871865699	"EXO5;POLE"
"2787"	"diacylglycerol kinase activity (GO:0004143)"	"2 of 10"	0.047478313237347	0.286815160969347	0	0	6.75911640953717	20.5982871865699	"DGKD;DGKZ"
"2788"	"mitogen-activated protein kinase kinase kinase binding (GO:0031435)"	"2 of 10"	0.047478313237347	0.286815160969347	0	0	6.75911640953717	20.5982871865699	"DUSP19;DAB2IP"
"2789"	"protein kinase activity (GO:0004672)"	"26 of 513"	0.0477213680390424	0.286815160969347	0	0	1.4565882763163	4.43148923431267	"GSK3B;PNCK;PRAG1;MAST3;TESK2;PPM1D;CAMKK2;STK10;RPS6KA5;EEF2K;GRK7;NEK1;MAPK1;EPHB1;MAP2K5;PDK2;JAK1;STAT5B;PRKCH;CAMK1D;INSR;BCKDK;SNRK;TAOK2;SGK3;SIK2"
"330"	"glucose homeostasis (GO:0042593)"	"6 of 74"	0.048851066157114	0.396645981093772	0	0	2.3915622666556	7.22007644105521	"INSR;CRY2;LEPR;HNF1A;ADIPOR2;PDK2"
"331"	"regulation of G-protein coupled receptor protein signaling pathway (GO:0008277)"	"6 of 74"	0.048851066157114	0.396645981093772	0	0	2.3915622666556	7.22007644105521	"GIT2;RIC8B;GRK7;PDCL;NMT2;PPP1R9B"
"332"	"proteolysis involved in cellular protein catabolic process (GO:0051603)"	"7 of 93"	0.0489358846983026	0.396645981093772	0	0	2.20721652870845	6.65971151928626	"DDB1;PRKN;CTSO;ZRANB1;VPS4B;OTUD7B;SOCS6"
"333"	"chromosome organization (GO:0051276)"	"5 of 56"	0.0492983240289354	0.397190987909776	0	0	2.65589616128141	7.99388941436757	"DDB1;LDB1;MSH3;MYC;DOT1L"
"334"	"negative regulation of cellular catabolic process (GO:0031330)"	"5 of 56"	0.0492983240289354	0.397190987909776	0	0	2.65589616128141	7.99388941436757	"RRAGA;LEPR;DAB2IP;TBC1D14;GPLD1"
"335"	"regulation of G0 to G1 transition (GO:0070316)"	"4 of 39"	0.0496195035325406	0.397236272414118	0	0	3.09423347398031	9.29313203030818	"MAX;DAB2IP;EPC1;FOXO4"
"336"	"DNA biosynthetic process (GO:0071897)"	"4 of 39"	0.0496195035325406	0.397236272414118	0	0	3.09423347398031	9.29313203030818	"RMI1;POLE;PALB2;POLH"
"337"	"regulation of organelle organization (GO:0033043)"	"8 of 113"	0.049746794427186	0.397236272414118	0	0	2.06694955209807	6.20252133744714	"PRKN;SGSM1;RABGAP1L;AKAP9;TBC1D25;TBC1D14;MAPK1;TBC1D10A"
